Symbol,dbsym,sector,cik,px_12m,px_ytd,px_q1,eps_ttm,eps_q
HSY,HSY,Consumer Staples,47111,3.5712254762581663,0.043943971436410934,14.15545179895632,,
HPE,HPE,Information Technology,1645590,,,,40.22988505747126,
HLT,HLT,Consumer Discretionary,1585689,25.795053003533553,17.720769953705307,5.814682028612195,3.475513428120073,34.95934959349593
HD,HD,Consumer Discretionary,354950,-4.110727014497417,3.9870971491674068,-4.46950103164686,-4.412763068567539,-4.347826086956532
HONA,HONA,Industrials,2089271,,,,,
HON,HON,Industrials,773840,-3.685534591194961,17.75169161369694,15.806335862210364,-26.091954022988507,-41.891891891891895
HRL,HRL,Consumer Staples,48465,-18.54024112088628,5.507491031863254,-4.368010128719135,-43.150684931506845,-12.121212121212132
HST,HST,Real Estate,1070750,47.22572509457756,31.772009029345384,8.12641083521446,53.12500000000002,105.71428571428572
HWM,HWM,Industrials,4281,53.42978723404257,31.873597971325474,12.303715985565189,40.8496732026144,71.42857142857143
HPQ,HPQ,Information Technology,47217,-14.039215686274497,-1.6157989228007152,-13.779174147217233,3.8167938931297574,16.666666666666668
HUBB,HUBB,Industrials,48898,18.574280080815942,9.645144226981639,10.48360775663173,13.633310946944267,12.541254125412554
HUM,HUM,Health Care,49071,95.17144440924928,92.42104852246551,-15.32966389506969,-33.874382498235725,-4.563106796116511
HBAN,HBAN,Financials,49196,4.045401629802092,3.1448355452971866,-9.751875360646267,-1.7080354225002408e-14,-26.470588235294123
